S,800,limit;40
S,900,symbol;S1;S2
S,1000,S1;99.5;100.5;S2;99.5;100.5
S,1500,S1;99.7135702;100.7135702;S2;100.1712206;101.1712206
S,2000,S1;99.7834044;100.7834044;S2;100.3842483;101.3842483
S,2500,S1;100.3423509;101.3423509;S2;102.129501;103.129501
S,3000,S1;99.9481027;100.9481027;S2;100.8735443;101.8735443
S,3500,S1;99.6191665;100.6191665;S2;99.8304881;100.8304881
S,4000,S1;98.94220994;99.94220994;S2;97.7018054;98.7018054
S,4500,S1;98.74637397;99.74637397;S2;97.10058843;98.10058843
S,5000,S1;99.14423292;100.14423292;S2;98.37952969;99.37952969
S,5500,S1;99.32845887;100.32845887;S2;98.97018201;99.97018201
S,6000,S1;99.9085331;100.9085331;S2;100.8002094;101.8002094
S,6500,S1;100.5756773;101.5756773;S2;102.879183;103.879183
S,7000,S1;100.3769649;101.3769649;S2;102.2283231;103.2283231
S,7500,S1;99.529766;100.529766;S2;99.5566721;100.5566721
S,8000,S1;98.25504253;99.25504253;S2;95.55085059;96.55085059
S,8500,S1;98.40345169;99.40345169;S2;96.05752466;97.05752466
S,9000,S1;98.57450011;99.57450011;S2;96.63060459;97.63060459
S,9500,S1;98.95041802;99.95041802;S2;97.84563399;98.84563399
S,10000,S1;99.19735256;100.19735256;S2;98.63944224;99.63944224
S,10500,S1;98.82007894;99.82007894;S2;97.45874698;98.45874698
S,11000,S1;97.1057766;98.1057766;S2;92.06403355;93.06403355
S,11500,S1;96.82168498;97.82168498;S2;91.22380074;92.22380074
S,12000,S1;96.52627234;97.52627234;S2;90.35295161;91.35295161
S,12500,S1;96.13424671;97.13424671;S2;89.17784699;90.17784699
S,13000,S1;95.51785816;96.51785816;S2;87.28783724;88.28783724
S,13500,S1;96.31448824;97.31448824;S2;89.97261102;90.97261102
S,14000,S1;95.90419882;96.90419882;S2;88.73918286;89.73918286
S,14500,S1;96.36268552;97.36268552;S2;90.31279768;91.31279768
S,15000,S1;95.30986668;96.30986668;S2;87.01193541;88.01193541
S,15500,S1;95.16682146;96.16682146;S2;86.66015146;87.66015146
S,16000,S1;95.01902586;96.01902586;S2;86.2952954;87.2952954
S,16500,S1;95.12791208;96.12791208;S2;86.76535305;87.76535305
S,17000,S1;95.49808782;96.49808782;S2;88.07708728;89.07708728
S,17500,S1;96.07590546;97.07590546;S2;90.04414354;91.04414354
S,18000,S1;96.12383993;97.12383993;S2;90.27926217;91.27926217
S,18500,S1;95.85887486;96.85887486;S2;89.50499312;90.50499312
S,19000,S1;96.60016869;97.60016869;S2;91.9799401;92.9799401
S,19500,S1;96.31277274;97.31277274;S2;91.12021483;92.12021483
S,20000,S1;95.57661535;96.57661535;S2;88.8242245;89.8242245
S,20500,S1;95.27876953;96.27876953;S2;87.95255645;88.95255645
S,21000,S1;94.96761886;95.96761886;S2;87.04344006;88.04344006
S,21500,S1;94.23393666;95.23393666;S2;84.76912575;85.76912575
S,22000,S1;94.57629817;95.57629817;S2;86.0127286;87.0127286
S,22500,S1;94.96491703;95.96491703;S2;87.39197974;88.39197974
S,23000,S1;95.93033335;96.93033335;S2;90.62589907;91.62589907
S,23500,S1;95.54008539;96.54008539;S2;89.43952867;90.43952867
S,24000,S1;95.55701441;96.55701441;S2;89.5759774;90.5759774
S,24500,S1;95.60886346;96.60886346;S2;89.82363812;90.82363812
S,25000,S1;96.59518832;97.59518832;S2;93.0866092;94.0866092
S,25500,S1;97.28160379;98.28160379;S2;95.33493478;96.33493478
S,26000,S1;97.70308249;98.70308249;S2;96.70615789;97.70615789
S,26500,S1;98.05225301;99.05225301;S2;97.83060073;98.83060073
S,27000,S1;99.38486265;100.38486265;S2;102.0637216;103.0637216
S,27500,S1;99.5317911;100.5317911;S2;102.4899631;103.4899631
S,28000,S1;99.20834968;100.20834968;S2;101.4340136;102.4340136
S,28500,S1;99.07286065;100.07286065;S2;100.9775178;101.9775178
S,29000,S1;99.8410098;100.8410098;S2;103.3732395;104.3732395
S,29500,S1;99.6721719;100.6721719;S2;102.7965037;103.7965037
S,30000,S1;99.5992041;100.5992041;S2;102.525579;103.525579
S,30500,S1;99.9175517;100.9175517;S2;103.4862107;104.4862107
S,31000,S1;100.419115;101.419115;S2;105.0102634;106.0102634
S,31500,S1;100.3960732;101.3960732;S2;104.8767744;105.8767744
S,32000,S1;99.8764038;100.8764038;S2;103.1933763;104.1933763
S,32500,S1;99.8100789;100.8100789;S2;102.941012;103.941012
S,33000,S1;100.0512673;101.0512673;S2;103.6554808;104.6554808
S,33500,S1;99.8362986;100.8362986;S2;102.9340937;103.9340937
S,34000,S1;99.940186;100.940186;S2;103.2183404;104.2183404
S,34500,S1;99.27382977;100.27382977;S2;101.0864086;102.0864086
S,35000,S1;99.31702835;100.31702835;S2;101.1980968;102.1980968
S,35500,S1;98.9766169;99.9766169;S2;100.1016888;101.1016888
S,36000,S1;100.6622773;101.6622773;S2;105.4034075;106.4034075
S,36500,S1;99.7603897;100.7603897;S2;102.5275766;103.5275766
S,37000,S1;100.4434161;101.4434161;S2;104.6333494;105.6333494
S,37500,S1;100.7619185;101.7619185;S2;105.5718332;106.5718332
S,38000,S1;101.4648694;102.4648694;S2;107.6978831;108.6978831
S,38500,S1;100.5676054;101.5676054;S2;104.8314389;105.8314389
S,39000,S1;100.6385576;101.6385576;S2;104.9956899;105.9956899
S,39500,S1;99.636191;100.636191;S2;101.8111895;102.8111895
S,40000,S1;100.4731947;101.4731947;S2;104.4101881;105.4101881
S,40500,S1;100.9687337;101.9687337;S2;105.9046062;106.9046062
S,41000,S1;101.0984208;102.0984208;S2;106.2420309;107.2420309
S,41500,S1;101.4625912;102.4625912;S2;107.3053651;108.3053651
S,42000,S1;101.4504791;102.4504791;S2;107.1895048;108.1895048
S,42500,S1;101.6997456;102.6997456;S2;107.8857918;108.8857918
S,43000,S1;102.7598431;103.7598431;S2;111.0857392;112.0857392
S,43500,S1;103.0033558;104.0033558;S2;111.7230244;112.7230244
S,44000,S1;102.0732951;103.0732951;S2;108.7505912;109.7505912
S,44500,S1;102.2501904;103.2501904;S2;109.2075625;110.2075625
S,45000,S1;101.9143822;102.9143822;S2;108.0781968;109.0781968
S,45500,S1;102.7941552;103.7941552;S2;110.7161588;111.7161588
S,46000,S1;103.2776309;104.2776309;S2;112.0964594;113.0964594
S,46500,S1;103.202368;104.202368;S2;111.7476174;112.7476174
S,47000,S1;103.3404925;104.3404925;S2;112.0566495;113.0566495
S,47500,S1;103.1295651;104.1295651;S2;111.2936546;112.2936546
S,48000,S1;103.1733468;104.1733468;S2;111.3185697;112.3185697
S,48500,S1;103.2702739;104.2702739;S2;111.5066924;112.5066924
S,49000,S1;104.1711852;105.1711852;S2;114.1576184;115.1576184
S,49500,S1;104.253671;105.253671;S2;114.2751531;115.2751531
S,50000,S1;104.5354157;105.5354157;S2;114.9989513;115.9989513
